"U_Pr_Nr";"Navn_Inds";"skib";"Inst";"Dato_inds";"Lok_omr01";"lokalitet_vanda";"lok_pos_lat";"lok_pos_lon";"max_Dyb";"Dyb_Str_m";"Vwf_mL";"vandsoejllagd";"Dyb_lagd01";"dato_80C";"Temp_Inds";"Bemaerkn";"MST.nummer";"MST.n_Dinds"
"649";"MST2022060";"ANOHH";"Sif";"STO";"2022-08-11";"99000049_910Bornholmaabnedel";"99000049";55.2683333333333;15.9935;884;1;"1500";"ja";"22";"2022:08:15";2053;NA;"MST2022060";"MST2022060_2022-08-11"
"650";"MST2022069";"NILTH";"Frigg";"OJL";"2022-08-11";"94400007_MolsHoved";"94400007";56.6233333333333;10.3200555555556;20;1;"1450";"ja";"55";"2022:08:25";1796;NA;"MST2022069";"MST2022069_2022-08-11"
"651";"MST2022096";"NILTH";"Frigg";"OJL";"2022-08-11";"94400007_MolsHoved";"94400007";56.6233333333333;10.3200555555556;20;1;"1500";"ja";"55";"2022:08:25";1796;NA;"MST2022096";"MST2022096_2022-08-11"
"652";"MST2022088";"NILTH";"Frigg";"NJL";"2022-08-23";"93610032_Dybet";"93610032";57.9166666666667;9.97833333333333;271;1;"750";"nej";NA;"2022:08:25";2082;NA;"MST2022088";"MST2022088_2022-08-23"
"653";"MST2022079";"NILTH";"Frigg";"NJL";"2022-08-23";"93610032_Dybet";"93610032";57.9166666666667;9.97833333333333;271;1;"750";"nej";NA;"2022:08:25";2082;NA;"MST2022079";"MST2022079_2022-08-23"
"654";"MST2022042";NA;NA;NA;"2022-06-22";"93220011_322Roskildefjord";"93220011";55.713;12.04;NA;NA;"0";NA;NA;"2022:06:26";NA;"Manglerproevetagningsskema";"MST2022042";"MST2022042_2022-06-22"
"655";"MST2021059";NA;NA;NA;"2022-06-22";"93220011_322Roskildefjord";"93220011";55.713;12.04;NA;NA;"0";NA;NA;"2022:06:26";NA;"Manglerproevetagningsskema";"MST2021059";"MST2021059_2022-06-22"
"656";"MST2022040";NA;NA;NA;"2022-10-20";"97230016_Nivaa";"97230016";55.93765;12.5168833333333;NA;NA;"0";NA;NA;"2022:10:20";NA;"Manglerproevetagningsskema";"MST2022040";"MST2022040_2022-10-20"
"657";"MST2022041";NA;NA;NA;"2022-10-20";"97230016_Nivaa";"97230016";55.93765;12.5168833333333;NA;NA;"0";NA;NA;"2022:10:20";NA;"Manglerproevetagningsskema";"MST2022041";"MST2022041_2022-10-20"
"658";"MST2022044";NA;NA;NA;"2022-10-20";"97230016_Nivaa";"97230016";55.93765;12.5168833333333;NA;NA;"0";NA;NA;"2022:10:20";NA;"Manglerproevetagningsskema";"MST2022044";"MST2022044_2022-10-20"
"659";"MST2023096";"JensDeding";"Havanna";"oestjylland";"2023-08-18";"Tr03_Fornaestr3";"93420310";56.4440166666667;10.9524638888889;108;9.8e+16;"1540";"na";"na";"45156";14;NA;"MST2023096";"MST2023096_2023-08-18"
"660";"MST2023167";"JensDeding";"Havanna";"oestjylland";"2023-08-18";"Tr03_Fornaestr3";"93420310";56.4440166666667;10.9524638888889;108;9.8e+16;"1500";"na";"na";"45156";14;NA;"MST2023167";"MST2023167_2023-08-18"
"661";"MST2023118";"FlemmingNoergaard&ThomasRishede";"Dasya";"Fyn";"2023-06-19";"FYN6900017_ODF17";"94230001";55.4791666666667;10.5167083333333;94;1;"1850";"nej";NA;"45097";219;NA;"MST2023118";"MST2023118_2023-06-19"
"662";"MST2023120";"FlemmingNoergaard&ThomasRishede";"Dasya";"Fyn";"2023-06-19";"FYN6900017_ODF17";"94230001";55.4791666666667;10.5167083333333;94;1;"1100";"nej";NA;"45097";219;NA;"MST2023120";"MST2023120_2023-06-19"
"663";"MST2023117";"FlemmingNoergaard&ThomasRishede";"Dasya";"Fyn";"2023-09-11";"FYN6900017_ODF17";"94230001";55.4791666666667;10.5167083333333;9.3e+16;1;"1750";"nej";NA;"45181";1938;NA;"MST2023117";"MST2023117_2023-09-11"
"664";"MST2023119";"FlemmingNoergaard&ThomasRishede";"Dasya";"Fyn";"2023-09-11";"FYN6900017_ODF17";"94230001";55.4791666666667;10.5167083333333;9.3e+16;1;"1600";"nej";NA;"45181";1938;NA;"MST2023119";"MST2023119_2023-09-11"
"665";"MST0443";"SvendaageBendtsen";"Liv";"Nordjylland";"2023-04-21";"LaesoeSyd";"93010001";57.1343333333333;11.1594444444444;3;25;"1200";"nej";NA;"45051";9;"Paafeltskemastaarproevedato19aprilmenturenblevflyttettil21april";"MST0443";"MST0443_2023-04-21"
"666";"MST0420";"SvendaageBendtsen";"Liv";"Nordjylland";"2023-04-21";"LaesoeSyd";"93010001";57.1343333333333;11.1594444444444;3;25;"1200";"nej";NA;"45051";9;"Paafeltskemastaarproevedato19aprilmenturenblevflyttettil21april";"MST0420";"MST0420_2023-04-21"
"667";"MST1018";"SvendaageBendtsen";"MagretheGaardbo";"Nordjylland";"2023-09-06";"NOR7715_Hirtshals15m";"92200001";57.6078333333333;9.90025555555555;203;1;"1200";"nej";NA;"45184";16;NA;"MST1018";"MST1018_2023-09-06"
"668";"MST1044";"SvendaageBendtsen";"MagretheGaardbo";"Nordjylland";"2023-09-06";"NOR7715_Hirtshals15m";"92200001";57.6078333333333;9.90025555555555;203;1;"1200";"nej";NA;"45184";16;NA;"MST1044";"MST1044_2023-09-06"
"669";"MST2023086";"KrestenHansenKreha";"Penelope";"Midtjylland";"2023-05-23";"RKB1_RingkoebingFjord";"91320001";56.0778333333333;8.21666666666667;35;1;"500";"nej";"na";"45069";1326;NA;"MST2023086";"MST2023086_2023-05-23"
"670";"MST2023083";"KrestenHansenKreha";"Penelope";"Midtjylland";"2023-05-23";"RKB1_RingkoebingFjord";"91320001";56.0778333333333;8.21666666666667;35;1;"475";"nej";"na";"45069";1326;NA;"MST2023083";"MST2023083_2023-05-23"
"671";"MST2023084";"GertPetersenGerpe";"Penelope";"Midtjylland";"2023-10-09";"RKB1_RingkoebingFjord";"91320001";56.0778333333333;8.21666666666667;33;1;"500";"nej";"na";"45208";1226;NA;"MST2023084";"MST2023084_2023-10-09"
"672";"MST2023085";"GertPetersenGerpe";"Penelope";"Midtjylland";"2023-10-09";"RKB1_RingkoebingFjord";"91320001";56.0778333333333;8.21666666666667;33;1;"500";"nej";"na";"45208";1226;NA;"MST2023085";"MST2023085_2023-10-09"
"673";"MST2023114";"LasseoerstedJensen";"Fucus";"Sydjylland";"2023-03-17";"ListerDybHavneby";"91650035";55.0938166666667;8.56826944444444;12;10;"700";"nej";NA;"45034";94;NA;"MST2023114";"MST2023114_2023-03-17"
"674";"MST2023113";"LasseoerstedJensen";"Fucus";"Sydjylland";"2023-03-17";"ListerDybHavneby";"91650035";55.0938166666667;8.56826944444444;12;10;"720";"nej";NA;"45034";94;NA;"MST2023113";"MST2023113_2023-03-17"
"675";"MST2022077";"LasseoerstedJensen";"Kyst";"Sydjylland";"2023-06-12";"RIB1510007_Blaavand_Landegraenseaabnedel";"91500007";55.3375;8.35001111111111;55;1;"1200";"nej";NA;"45089";13;NA;"MST2022077";"MST2022077_2023-06-12"
"676";"MST2021027";"LasseoerstedJensen";"Kyst";"Sydjylland";"2023-06-12";"RIB1510007_Blaavand_Landegraenseaabnedel";"91500007";55.3375;8.35001111111111;55;1;"1200";"nej";NA;"45089";13;NA;"MST2021027";"MST2021027_2023-06-12"
"677";"MST2023111";"LasseoerstedJensen";"Kyst";"Sydjylland";"2023-08-12";"RIB1510007_Blaavand_Landegraenseaabnedel";"91500007";55.3375;8.35001111111111;58;1;"900";"nej";NA;"45154";17;NA;"MST2023111";"MST2023111_2023-08-12"
"678";"MST2023115";"LasseoerstedJensen";"Kyst";"Sydjylland";"2023-08-12";"RIB1510007_Blaavand_Landegraenseaabnedel";"91500007";55.3375;8.35001111111111;58;1;"800";"nej";NA;"45154";17;NA;"MST2023115";"MST2023115_2023-08-12"
"679";"MST2023015";"tojsc";"SIF";"Sjaelland";"2023-08-04";"VS20925_300Kattegataabnedel";"93000001";56.13165;11.1513;502;1;"1500";"ja";"6";"45146";1837;NA;"MST2023015";"MST2023015_2023-08-04"
"680";"MST2023022";"tojsc";"SIF";"Sjaelland";"2023-08-04";"VS20925_300Kattegataabnedel";"93000001";56.13165;11.1513;502;1;"1500";"ja";"6";"45146";1837;NA;"MST2023022";"MST2023022_2023-08-04"
"681";"MST2022052";"jarob";"SIF";"Sydjylland";"2023-04-11";"SoenderborgBugt";"95700008";55.2263333333333;9.82909166666667;289;278;"1000";"ja";"95og210og260";"45028";716;"BundfaunaindsamletafMSTSYDd???FraLivII";"MST2022052";"MST2022052_2023-04-11"
"682";"MST2022072";"jarob";"SIF";"Sydjylland";"2023-04-11";"SoenderborgBugt";"95700008";55.2263333333333;9.82909166666667;289;278;"1200";"ja";"95og210og260";"45028";716;"BundfaunaindsamletafMSTSYDd???FraLivII";"MST2022072";"MST2022072_2023-04-11"
"683";"MST2022097";"anohh";"Frigg";"oestjylland";"2023-04-28";"VejleFjord";"95130028";55.7;9.63335;72;62;"975";"ja";"22000000000000002";"45047";728;"BundfaunaindsamletafMSTOSTd???FraLivII";"MST2022097";"MST2022097_2023-04-28"
"684";"MST2022099";"anohh";"Frigg";"oestjylland";"2023-04-28";"VejleFjord";"95130028";55.7;9.63335;72;62;"1050";"ja";"22000000000000002";"45047";728;"BundfaunaindsamletafMSTOSTd???FraLivII";"MST2022099";"MST2022099_2023-04-28"
"685";"MST2022094";"krmsk";"Frigg";"Nordjylland";"2023-05-02";"VIB3708_00001_LoegstoerogLivoeBredningoest";"93730002";56.132217;11.157867;75;1;"1500";"nej";NA;"45049";9.71e+16;NA;"MST2022094";"MST2022094_2023-05-02"
"686";"MST2022095";"krmsk";"Frigg";"Nordjylland";"2023-05-02";"VIB3708_00001_LoegstoerogLivoeBredningoest";"93730002";56.132217;11.157867;75;1;"1500";"nej";NA;"45049";9.71e+16;NA;"MST2022095";"MST2022095_2023-05-02"
"687";"MST2023034";"krmsk";"krmsk";"Midtjylland";"2023-05-02";"VIB3727_00001_SkiveFjord";"93740007";56.132217;11.157867;5.1e+16;1;"1500";"nej";NA;"45049";993;NA;"MST2023034";"MST2023034_2023-05-02"
"688";"MST2023053";"krmsk";"krmsk";"Midtjylland";"2023-05-02";"VIB3727_00001_SkiveFjord";"93740007";56.132217;11.157867;5.1e+16;1;"1600";"nej";NA;"45049";993;NA;"MST2023053";"MST2023053_2023-05-02"
"689";"MST2023050";"midyc";"Graasaelen";"Sjaelland";"2023-10-03";"0301002Vensholm_Langelandsbaelt";"96420199";54.9384333333333;11.0365833333333;10;55;"1500";"nej";NA;"45209";15;NA;"MST2023050";"MST2023050_2023-10-03"
"690";"MST2023067";"midyc";"Graasaelen";"Sjaelland";"2023-10-03";"0301002Vensholm_Langelandsbaelt";"96420199";54.9384333333333;11.0365833333333;10;55;"1500";"nej";NA;"45209";15;NA;"MST2023067";"MST2023067_2023-10-03"
"691";"MST2023064";"rabil";"Frigg";"Nordjylland";"2023-05-09";"NOR5503_Dybet";"93610032";56.132217;11.157867;257;1;"1750";"ja";"11";"45056";1073;NA;"MST2023064";"MST2023064_2023-05-09"
"692";"MST2023017";"rabil";"Frigg";"Nordjylland";"2023-05-09";"NOR5503_Dybet";"93610032";56.132217;11.157867;257;1;"1875";"ja";"11";"45056";1073;NA;"MST2023017";"MST2023017_2023-05-09"
"693";"MST2023065";"rabil";"Frigg";"oestjylland";"2023-05-10";"ARH170006_Molshoved";"94400007";56.15455;10.3169027777778;157;1;"1100";"ja";"115";"45057";973;NA;"MST2023065";"MST2023065_2023-05-10"
"694";"MST2023062";"rabil";"Frigg";"oestjylland";"2023-05-10";"ARH170006_Molshoved";"94400007";56.15455;10.3169027777778;157;1;"1150";"ja";"115";"45057";973;NA;"MST2023062";"MST2023062_2023-05-10"
"695";"MST2023009";"rabil";"Frigg";"oestjylland";"2023-05-10";"VEJ0006870_NordligeLillebaelt";"94300001";55.6743833333333;10.0845083333333;195;1;"1400";"ja";"55";"45057";1.004e+16;NA;"MST2023009";"MST2023009_2023-05-10"
"696";"MST2023011";"rabil";"Frigg";"oestjylland";"2023-05-10";"VEJ0006870_NordligeLillebaelt";"94300001";55.6743833333333;10.0845083333333;195;1;"1300";"ja";"55";"45057";1.004e+16;NA;"MST2023011";"MST2023011_2023-05-10"
"697";"MST2023041";"rabil";"Frigg";"oestjylland";"2023-05-12";"HB01_HevringBugt";"93500119";56.6171166666667;10.5194277777778;123;113;"1000";"ja";"6";"45069";8.13e+16;NA;"MST2023041";"MST2023041_2023-05-12"
"698";"MST2023026";"rabil";"Frigg";"oestjylland";"2023-05-12";"HB01_HevringBugt";"93500119";56.6171166666667;10.5194277777778;123;113;"1300";"ja";"6";"45069";8.13e+16;NA;"MST2023026";"MST2023026_2023-05-12"
"699";"MST2022100";"nilth";"Frigg";"Nordjylland";"2023-05-23";"NOR409_Helcom409";"93000005";56.8561;10.7845083333333;143;1;"1550";"ja";"6";"45070";1378;NA;"MST2022100";"MST2022100_2023-05-23"
"700";"MST2022102";"nilth";"Frigg";"Nordjylland";"2023-05-23";"NOR409_Helcom409";"93000005";56.8561;10.7845083333333;143;1;"1500";"ja";"6";"45070";1378;NA;"MST2022102";"MST2022102_2023-05-23"
"701";"MST2022103";"kriso";"Sif";"Sjaelland";"2023-05-03";"VS20925_300Kattegataabnedel";"93000001";57.565;11.1626944444444;48;1;"1500";"ja";"12";"45050";89;NA;"MST2022103";"MST2022103_2023-05-03"
"702";"MST2022106";"kriso";"Sif";"Sjaelland";"2023-05-03";"VS20925_300Kattegataabnedel";"93000001";57.565;11.1626944444444;48;1;"1500";"ja";"12";"45050";89;NA;"MST2022106";"MST2022106_2023-05-03"
"703";"MST2023016";"jarob";"Sif";"Sjaelland";"2023-05-08";"96220322_Karrebaeksmindebugt";"95220322";55.1317;11.5020722222222;125;114;"1100";"ja";"10";"45056";936;NA;"MST2023016";"MST2023016_2023-05-08"
"704";"MST2023012";"jarob";"Sif";"Sjaelland";"2023-05-08";"96220322_Karrebaeksmindebugt";"95220322";55.1317;11.5020722222222;125;114;"1100";"ja";"10";"45056";936;NA;"MST2023012";"MST2023012_2023-05-08"
"705";"MST2023020";"kriso";"Sif";"Fyn";"2023-05-04";"FYN6300043";"95600002";56.435;10.1668055555556;346;1;"1500";"ja";"12";"45050";985;NA;"MST2023020";"MST2023020_2023-05-04"
"706";"MST2022108";"kriso";"Sif";"Fyn";"2023-05-04";"FYN6300043";"95600002";56.435;10.1668055555556;346;1;"1500";"ja";"12";"45050";985;NA;"MST2022108";"MST2022108_2023-05-04"
"707";"MST2023051";"kriso";"Sif";"Fyn";"2023-05-15";"DMU444_oestersoeenArkona";"99000052";55.025;13.3106388888889;444;1;"1500";"ja";"40";"45068";1.79e+16;NA;"MST2023051";"MST2023051_2023-05-15"
"708";"MST2023063";"kriso";"Sif";"Fyn";"2023-05-15";"DMU444_oestersoeenArkona";"99000052";55.025;10.7935833333333;444;1;"1500";"ja";"40";"45068";1.79e+16;NA;"MST2023063";"MST2023063_2023-05-15"
"709";"MST2023055";"repla";"Frigg";"oestjylland";"2023-08-01";"VEJ0006870_NordligeLillebaelt";"94300001";55.6744333333333;10.0833333333333;185;1;"1800";"ja";"75";"45140";1637;NA;"MST2023055";"MST2023055_2023-08-01"
"710";"MST2023040";"repla";"Frigg";"oestjylland";"2023-08-01";"VEJ0006870_NordligeLillebaelt";"94300001";55.6744333333333;10.0833333333333;185;1;"1700";"ja";"75";"45140";1637;NA;"MST2023040";"MST2023040_2023-08-01"
"711";"MST2023058";"repla";"Frigg";"Nordjylland";"2023-08-03";"NOR409_Helcom409";"93000005";56.8557166666667;10.7833333333333;147;1;"1700";"ja";NA;"45146";1782;NA;"MST2023058";"MST2023058_2023-08-03"
"712";"MST2023075";"repla";"Frigg";"Nordjylland";"2023-08-03";"NOR409_Helcom409";"93000005";56.8557166666667;10.7833333333333;147;1;"1600";"ja";NA;"45146";1782;NA;"MST2023075";"MST2023075_2023-08-03"
"713";"MST2023074";"rabil";"Frigg";"Nordjylland";"2023-08-10";"NOR5503_Dybet";"93610032";56.6625;9.96805277777778;269;1;"1550";"ja";"15";"45149";1645;NA;"MST2023074";"MST2023074_2023-08-10"
"714";"MST2023030";"rabil";"Frigg";"Nordjylland";"2023-08-10";"NOR5503_Dybet";"93610032";56.6625;9.96805277777778;269;1;"1700";"ja";"15";"45149";1645;NA;"MST2023030";"MST2023030_2023-08-10"
"715";"MST2023061";"rabil";"Frigg";"oestjylland";"2023-08-11";"ARH170006_Molshoved";"94400007";56.1547333333333;10.3170055555556;165;1;"1650";"ja";"12";"45152";1466;NA;"MST2023061";"MST2023061_2023-08-11"
"716";"MST2023077";"rabil";"Frigg";"oestjylland";"2023-08-11";"ARH170006_Molshoved";"94400007";56.1547333333333;10.3170055555556;165;1;"1625";"ja";"12";"45152";1466;NA;"MST2023077";"MST2023077_2023-08-11"
"717";"MST2023033";"kriso";"Sif";"Fyn";"2023-08-11";"FYN6300043";"95600002";56.4183333333333;10.1673055555556;334;1;"1500";"ja";"5";"45153";1588;NA;"MST2023033";"MST2023033_2023-08-11"
"718";"MST2023039";"kriso";"Sif";"Fyn";"2023-08-11";"FYN6300043";"95600002";56.4183333333333;10.1673055555556;334;1;"1500";"ja";"5";"45153";1588;NA;"MST2023039";"MST2023039_2023-08-11"
"719";"MST2023001";"jarob";"Frigg";"Midtjylland";"2023-08-21";"VIB3727_00001_SkiveFjord";"93740007";57.0466666666667;9.08136111111111;5.1e+16;1;"1700";"ja";"22000000000000002";"45160";1832;NA;"MST2023001";"MST2023001_2023-08-21"
"720";"MST2023023";"jarob";"Frigg";"Midtjylland";"2023-08-21";"VIB3727_00001_SkiveFjord";"93740007";57.0466666666667;9.08136111111111;5.1e+16;1;"1600";"ja";"22000000000000002";"45160";1832;NA;"MST2023023";"MST2023023_2023-08-21"
"721";"MST2023066";"jarob";"Frigg";"Nordjylland";"2023-08-21";"VIB3708_00001_LoegstoerogLivoeBredningoest";"93730002";57.3233333333333;9.06938888888889;75;1;"900";"ja";"64";"45160";1848;NA;"MST2023066";"MST2023066_2023-08-21"
"722";"MST2023079";"jarob";"Frigg";"Nordjylland";"2023-08-21";"VIB3708_00001_LoegstoerogLivoeBredningoest";"93730002";57.3233333333333;9.06938888888889;75;1;"900";"ja";"64";"45160";1848;NA;"MST2023079";"MST2023079_2023-08-21"
"723";"MST2022089";"kriso";"Sif";"Sjaelland";"2023-05-01";"KBH431_720oeresundnordaabnedel";"97200002";55.8666666666667;12.75;468;1;"1400";"ja";"6";"45050";8.78e+16;NA;"MST2022089";"MST2022089_2023-05-01"
"724";"MST2022090";"kriso";"Sif";"Sjaelland";"2023-05-01";"KBH431_720oeresundnordaabnedel";"97200002";55.8666666666667;12.75;468;1;"1400";"ja";"6";"45050";8.78e+16;NA;"MST2022090";"MST2022090_2023-05-01"
"725";"MST2023076";"tojsc";"Sif";"Fyn";"2023-08-03";"KBH431_720oeresundnordaabnedel";"97200002";55.9659166666667;12.7360472222222;517;1;"1500";"ja";"8";"45146";183;NA;"MST2023076";"MST2023076_2023-08-03"
"726";"MST2023024";"tojsc";"Sif";"Fyn";"2023-08-03";"KBH431_720oeresundnordaabnedel";"97200002";55.9659166666667;12.7360472222222;517;1;"1500";"ja";"8";"45146";183;NA;"MST2023024";"MST2023024_2023-08-03"
"727";"MST2022110";"repla";"Sif";"Sjaelland";"2023-01-26";"BRKBMPK2_910Bornholmaabnedel";"99000049";55.2495333333333;15.9692194444444;84;1;"1500";"ja";"55";"44960";521;NA;"MST2022110";"MST2022110_2023-01-26"
"728";"MST2022063";"repla";"Sif";"Sjaelland";"2023-01-26";"BRKBMPK2_910Bornholmaabnedel";"99000049";55.2495333333333;15.9692194444444;84;1;"1500";"ja";"55";"44960";521;NA;"MST2022063";"MST2022063_2023-01-26"
"729";"MST2023010";"tojsc";"Sif";"Fyn";"2023-08-02";"DMU444_oestersoeenArkona";"99000052";55.0004833333333;13.3002277777778;452;1;"1500";"ja";"11";"45146";1807;NA;"MST2023010";"MST2023010_2023-08-02"
"730";"MST2023043";"tojsc";"Sif";"Fyn";"2023-08-02";"DMU444_oestersoeenArkona";"99000052";55.0004833333333;13.3002277777778;452;1;"1500";"ja";"11";"45146";1807;NA;"MST2023043";"MST2023043_2023-08-02"
"731";"MST2023019";"kriso";"Sif";"Storstroem";"2023-08-25";"BRKBMPK2_910Bornholmaabnedel";"99000049";55.25;15.9833333333333;885;1;"1500";"ja";"34";"45163";1887;NA;"MST2023019";"MST2023019_2023-08-25"
"732";"MST2023028";"kriso";"Sif";"Storstroem";"2023-08-25";"BRKBMPK2_910Bornholmaabnedel";"99000049";55.25;15.9833333333333;885;1;"1500";"ja";"34";"45163";1887;NA;"MST2023028";"MST2023028_2023-08-25"
"733";"MST2023081";"jaola";"Abra";"Sjaelland";"2023-10-02";"1001027Hovedskov_oestersoeen";"99210007";54.7525333333333;12.0506027777778;6;5;"1500";"nej";NA;"45209";17;NA;"MST2023081";"MST2023081_2023-10-02"
"734";"MST2023049";"jaola";"Abra";"Sjaelland";"2023-10-02";"1001027Hovedskov_oestersoeen";"99210007";54.7525333333333;12.0506027777778;6;5;"1500";"nej";NA;"45209";17;NA;"MST2023049";"MST2023049_2023-10-02"
"735";"MST2023097";"jaola";"Mergus";"Sjaelland";"2023-06-05";"BRK_5065000_FranksRev";"99150002";55.0153333333333;14.9;3;2;"1500";"nej";NA;NA;14;"tagetumiddelbarteftervegetationsundersoegelse";"MST2023097";"MST2023097_2023-06-05"
"736";"MST2023098";"jaola";"Mergus";"Sjaelland";"2023-06-05";"BRK_5065000_FranksRev";"99150002";55.0153333333333;14.9;3;2;"1500";"nej";NA;NA;14;"tagetumiddelbarteftervegetationsundersoegelse";"MST2023098";"MST2023098_2023-06-05"
"737";"MST2023102";"jaola";"Mergus";"Sjaelland";"2023-06-29";"Nivaa";"97230017";55.9374;12.5166666666667;3;24;"1500";"nej";NA;NA;175;"tagetumiddelbarteftervegetationsundersoegelse";"MST2023102";"MST2023102_2023-06-29"
"738";"MST2023088";"jaola";"Mergus";"Sjaelland";"2023-06-29";"Nivaa";"97230017";55.9374;12.5166666666667;3;24;"1500";"nej";NA;NA;175;"tagetumiddelbarteftervegetationsundersoegelse";"MST2023088";"MST2023088_2023-06-29"
"739";"MST2023082";"jacobLarsen";"Abra";"Sjaelland";"2023-10-04";"ROS60_322RoskildeFjord";"93220011";55.713;12.0666666666667;5;35;"1500";"nej";NA;NA;1589;"Blaesevejr";"MST2023082";"MST2023082_2023-10-04"
"740";"MST2023091";"jacobLarsen";"Abra";"Sjaelland";"2023-10-04";"ROS60_322RoskildeFjord";"93220011";55.713;12.0666666666667;5;35;"1500";"nej";NA;NA;1589;"Blaesevejr";"MST2023091";"MST2023091_2023-10-04"
"741";"MST2023089";"JAOLA_AMLIN";"ABRA";"Sjaelland";"2023-05-17";"ROS60_322RoskildeFjord";"93220011";55;12;5;4;"1500";"nej";NA;"45063";1413;NA;"MST2023089";"MST2023089_2023-05-17"
"742";"MST2023087";"JAOLA_AMLIN";"ABRA";"Sjaelland";"2023-05-17";"ROS60_322RoskildeFjord";"93220011";55;12;5;4;"1500";"nej";NA;"45063";1413;NA;"MST2023087";"MST2023087_2023-05-17"
"743";"MST2023099";"AMLIN_MIBRG";"Graasaelen";"Sjaelland";"2023-06-22";"0101142EnoeSyd";"96220363";55;11;72;65;"1300";"nej";NA;"45099";19;NA;"MST2023099";"MST2023099_2023-06-22"
"744";"MST2023090";"AMLIN_MIBRG";"Graasaelen";"Sjaelland";"2023-06-22";"0101142EnoeSyd";"96220363";55;11;72;65;"1250";"nej";NA;"45099";19;NA;"MST2023090";"MST2023090_2023-06-22"
